ID,Territory,Location,Date,Reversal,FeederID,Trial,Time,Rewarded,Notes
XHW-I,PIPO,Natural,11-Feb-2024,3,E,13,1126,1,PASSED R3; UB rewarded
XHW-I,PIPO,Natural,16-Feb-2024,4,W,1,901,1,RBWO displaces him; UB rewarded
XHW-I,PIPO,Natural,16-Feb-2024,4,W,2,903,1,RBWO displaces
XHW-I,PIPO,Natural,16-Feb-2024,4,W,3,905,1,RBWO displaces
XHW-I,PIPO,Natural,16-Feb-2024,4,W,4,932,0,
XHW-I,PIPO,Natural,16-Feb-2024,4,W,5,933,1,RBWO displaces; UB rewarded
XHW-I,PIPO,Natural,16-Feb-2024,4,W,6,950,1,RBWO displaces; UB rewarded
XHW-I,PIPO,Natural,16-Feb-2024,4,W,7,958,1,
XHW-I,PIPO,Natural,16-Feb-2024,4,W,8,1009,1,
XHW-I,PIPO,Natural,17-Feb-2024,4,W,9,1040,1,
XHW-I,PIPO,Natural,17-Feb-2024,4,W,10,1043,0,
XHW-I,PIPO,Natural,17-Feb-2024,4,W,11,1045,1,RBWO displaces; UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,4,W,12,1051,1,PASSED R4
XHW-I,PIPO,Natural,17-Feb-2024,5,E,1,1056,1,RBWO displaces
XHW-I,PIPO,Natural,17-Feb-2024,5,E,2,1058,0,RBWO displaces
XHW-I,PIPO,Natural,17-Feb-2024,5,E,3,1105,0,
XHW-I,PIPO,Natural,17-Feb-2024,5,E,4,1105,1,UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,5,E,5,1109,1,UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,5,E,6,1112,1,UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,5,E,7,1116,1,UB rewarded
XHW-I,PIPO,Natural,17-Feb-2024,5,E,8,1137,1,
XHW-I,PIPO,Natural,19-Feb-2024,5,E,9,936,1,
XHW-I,PIPO,Natural,19-Feb-2024,5,E,10,948,1,RBWO displaces him
XHW-I,PIPO,Natural,20-Feb-2024,5,E,11,1119,1,
XHW-I,PIPO,Natural,20-Feb-2024,5,E,12,1120,1,PASSED R5 AND SERIAL REVERSALS; UB rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,1,1355,1,
XI-RH,TFOX,Natural,21-Jan-2024,0,E,2,1405,1,BX-RI also rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,3,1407,0,
XI-RH,TFOX,Natural,21-Jan-2024,0,E,4,1408,1,BX-RI also rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,5,1409,1,BX-RI also rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,6,1412,1,BX-RI also rewarded
XI-RH,TFOX,Natural,21-Jan-2024,0,E,7,1416,1,BX-RI also rewarded
XI-RH,TFOX,Natural,24-Jan-2024,0,E,8,1524,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,24-Jan-2024,0,E,9,1526,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,24-Jan-2024,0,E,10,1547,0,
XI-RH,TFOX,Natural,24-Jan-2024,0,E,11,1549,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,24-Jan-2024,0,E,12,1555,0,Then goes to sentinel right after so end session
XI-RH,TFOX,Natural,25-Jan-2024,0,E,13,1158,1,Pushed button too late and she flew off without eating peanuts
XI-RH,TFOX,Natural,25-Jan-2024,0,E,14,1215,0,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,15,1221,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,16,1224,1,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,17,1237,1,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,18,1239,1,YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,19,1240,1,YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,20,1241,1,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,21,1244,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,22,1245,1,
XI-RH,TFOX,Natural,25-Jan-2024,0,E,23,1248,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,25-Jan-2024,0,E,24,1255,1,PASSED R0; BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,1,1436,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,2,1437,1,BX-RI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,3,1438,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,4,1449,1,BX-RI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,5,1450,1,BX-RI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,6,1501,1,YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,7,1502,1,
XI-RH,TFOX,Natural,28-Jan-2024,1,W,8,1507,1,BX-RI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,9,1507,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,28-Jan-2024,1,W,10,1509,0,
XI-RH,TFOX,Natural,28-Jan-2024,1,W,11,1519,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,1,W,12,1326,0,PASSED R1
XI-RH,TFOX,Natural,29-Jan-2024,2,E,1,1346,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,2,1352,0,
XI-RH,TFOX,Natural,29-Jan-2024,2,E,3,1353,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,4,1357,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,5,1358,1,
XI-RH,TFOX,Natural,29-Jan-2024,2,E,6,1402,1,
XI-RH,TFOX,Natural,29-Jan-2024,2,E,7,1422,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,8,1424,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,9,1425,1,
XI-RH,TFOX,Natural,29-Jan-2024,2,E,10,1428,1,BX-RI and YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,11,1429,1,YX-WI also rewarded
XI-RH,TFOX,Natural,29-Jan-2024,2,E,12,1431,1,PASSED R2; YX-WI also rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,1,1225,0,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,2,1228,0,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,3,1231,0,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,4,1232,1,"BX-RI, YX-WI and G-X rewarded"
XI-RH,TFOX,Natural,1-Feb-2024,3,W,5,1238,1,BX-RI and G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,6,1240,1,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,7,1243,1,YX-WI and G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,8,1245,1,BX-RI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,9,1247,1,BX-RI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,10,1248,1,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,11,1249,1,
XI-RH,TFOX,Natural,1-Feb-2024,3,W,12,1301,1,G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,3,W,13,1302,1,PASSED R3; G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,1,1308,0,
XI-RH,TFOX,Natural,1-Feb-2024,4,E,2,1309,1,YX-WI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,3,1310,1,YX-WI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,4,1312,1,
XI-RH,TFOX,Natural,1-Feb-2024,4,E,5,1314,1,YX-WI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,6,1315,1,G-X rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,7,1317,1,
XI-RH,TFOX,Natural,1-Feb-2024,4,E,8,1318,1,YX-WI and BX-RI rewarded
XI-RH,TFOX,Natural,1-Feb-2024,4,E,9,1323,1,YX-WI and G-X rewarded
XI-RH,TFOX,Natural,3-Feb-2024,4,E,10,1419,0,
XI-RH,TFOX,Natural,3-Feb-2024,4,E,11,1434,1,YX-WI and BX-RI rewarded
XI-RH,TFOX,Natural,3-Feb-2024,4,E,12,1437,1,YX-WI and G-X rewarded
I-XPO,FARE,Natural,23-Jan-2024,0,S,1,1311,1,
I-XPO,FARE,Natural,23-Jan-2024,0,S,2,1313,1,
I-XPO,FARE,Natural,23-Jan-2024,0,S,3,1316,1,YG-XI also rewarded; Jays alarm call and don't come back for 20 minutes
I-XPO,FARE,Natural,26-Jan-2024,0,S,4,1208,1,YG-XI and H-RWX also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,5,1209,1,YG-XI and H-RWX also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,6,1214,1,YG-XI and H-RWX also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,7,1216,1,
I-XPO,FARE,Natural,26-Jan-2024,0,S,8,1222,1,YG-XI also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,9,1224,1,H-RWX also rewarded
I-XPO,FARE,Natural,26-Jan-2024,0,S,10,1227,1,
I-XPO,FARE,Natural,26-Jan-2024,0,S,11,1230,1,
I-XPO,FARE,Natural,26-Jan-2024,0,S,12,1234,1,PASSED R0
I-XPO,FARE,Natural,30-Jan-2024,1,N,1,1339,0,
I-XPO,FARE,Natural,30-Jan-2024,1,N,2,1407,0,
I-XPO,FARE,Natural,30-Jan-2024,1,N,3,1407,1,
I-XPO,FARE,Natural,30-Jan-2024,1,N,4,1425,1,
I-XPO,FARE,Natural,30-Jan-2024,1,N,5,1426,1,
I-XPO,FARE,Natural,30-Jan-2024,1,N,6,1428,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,30-Jan-2024,1,N,7,1434,1,
I-XPO,FARE,Natural,31-Jan-2024,1,N,8,1145,0,
I-XPO,FARE,Natural,31-Jan-2024,1,N,9,1145,1,H-RWX also rewarded
I-XPO,FARE,Natural,31-Jan-2024,1,N,10,1149,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,31-Jan-2024,1,N,11,1154,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,31-Jan-2024,1,N,12,1158,1,
I-XPO,FARE,Natural,31-Jan-2024,1,N,13,1207,1,PASSED R1; H-RWX also rewarded
I-XPO,FARE,Natural,31-Jan-2024,2,S,1,1215,0,
I-XPO,FARE,Natural,31-Jan-2024,2,S,2,1216,1,
I-XPO,FARE,Natural,31-Jan-2024,2,S,3,1221,1,YG-XI also rewarded
I-XPO,FARE,Natural,31-Jan-2024,2,S,4,1226,1,H-RWX also rewarded
I-XPO,FARE,Natural,31-Jan-2024,2,S,5,1230,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,31-Jan-2024,2,S,6,1236,1,"I-XPO doesn't take peanuts, acting scared? YG-XI rewarded"
I-XPO,FARE,Natural,1-Feb-2024,2,S,7,1501,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,2,S,8,1503,1,YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,2,S,9,1504,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,2,S,10,1506,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,2,S,11,1508,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,2,S,12,1512,1,PASSED R2
I-XPO,FARE,Natural,1-Feb-2024,3,N,1,1517,0,
I-XPO,FARE,Natural,1-Feb-2024,3,N,2,1519,0,
I-XPO,FARE,Natural,1-Feb-2024,3,N,3,1523,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,3,N,4,1527,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,3,N,5,1531,1,
I-XPO,FARE,Natural,1-Feb-2024,3,N,6,1532,0,
I-XPO,FARE,Natural,1-Feb-2024,3,N,7,1533,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,3,N,8,1537,1,YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,3,N,9,1541,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,1-Feb-2024,3,N,10,1546,1,YG-XI also rewarded
I-XPO,FARE,Natural,5-Feb-2024,3,N,11,1427,1,
I-XPO,FARE,Natural,5-Feb-2024,3,N,12,1432,0,
I-XPO,FARE,Natural,5-Feb-2024,3,N,13,1432,1,YG-XI rewarded
I-XPO,FARE,Natural,5-Feb-2024,3,N,14,1440,1,PASSED R3; H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,5-Feb-2024,4,S,1,1450,0,
I-XPO,FARE,Natural,5-Feb-2024,4,S,2,1450,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,5-Feb-2024,4,S,3,1454,1,
I-XPO,FARE,Natural,5-Feb-2024,4,S,4,1501,1,
I-XPO,FARE,Natural,5-Feb-2024,4,S,5,1507,1,YG-XI rewarded
I-XPO,FARE,Natural,5-Feb-2024,4,S,6,1511,1,YG-XI rewarded
I-XPO,FARE,Natural,5-Feb-2024,4,S,7,1524,1,H-RWX and YG-XI also rewarded
I-XPO,FARE,Natural,7-Feb-2024,4,S,8,1352,1,
I-XPO,FARE,Natural,7-Feb-2024,4,S,9,1353,1,
I-XPO,FARE,Natural,7-Feb-2024,4,S,10,1357,1,
I-XPO,FARE,Natural,7-Feb-2024,4,S,11,1408,0,
I-XPO,FARE,Natural,7-Feb-2024,4,S,12,1408,1,PASSED R4
I-XPO,FARE,Natural,7-Feb-2024,5,N,1,1414,0,
I-XPO,FARE,Natural,7-Feb-2024,5,N,2,1415,1,
I-XPO,FARE,Natural,7-Feb-2024,5,N,3,1425,1,
I-XPO,FARE,Natural,7-Feb-2024,5,N,4,1433,0,
I-XPO,FARE,Natural,7-Feb-2024,5,N,5,1434,1,
I-XPO,FARE,Natural,7-Feb-2024,5,N,6,1442,1,
I-XPO,FARE,Natural,7-Feb-2024,5,N,7,1455,1,
I-XPO,FARE,Natural,7-Feb-2024,5,N,8,1459,1,
I-XPO,FARE,Natural,8-Feb-2024,5,N,9,1420,1,
I-XPO,FARE,Natural,8-Feb-2024,5,N,10,1443,1,Crows here making jays nervous
I-XPO,FARE,Natural,8-Feb-2024,5,N,11,1455,1,
I-XPO,FARE,Natural,10-Feb-2024,5,N,12,1149,1,PASSED R5 and SERIAL REVERSALS!!  YG-XI rewarded
WK-OX,GREG,Suburban,26-Jan-2024,0,N,1,1402,0,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,2,1118,0,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,3,1118,1,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,4,1119,1,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,5,1120,1,"feeder jams, toss peanut to WK-OX"
WK-OX,GREG,Suburban,30-Jan-2024,0,N,6,1121,1,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,7,1123,1,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,8,1124,1,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,9,1125,1,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,10,1126,1,
WK-OX,GREG,Suburban,30-Jan-2024,0,N,11,1127,1,"feeder jams, toss peanut to WK-OX"
WK-OX,GREG,Suburban,30-Jan-2024,0,N,12,1131,1,PASSED R0; YX-dGK also rewarded
WK-OX,GREG,Suburban,30-Jan-2024,1,S,1,1133,0,
WK-OX,GREG,Suburban,30-Jan-2024,1,S,2,1136,0,
WK-OX,GREG,Suburban,30-Jan-2024,1,S,3,1140,0,
WK-OX,GREG,Suburban,31-Jan-2024,1,S,4,1344,0,
WK-OX,GREG,Suburban,5-Feb-2024,1,S,5,1136,0,
WK-OX,GREG,Suburban,5-Feb-2024,1,S,6,1205,1,
WK-OX,GREG,Suburban,5-Feb-2024,1,S,7,1206,1,YX-dGK and GX-AK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,1,S,8,1207,1,YX-dGK and GX-AK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,1,S,9,1207,1,GX-AK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,1,S,10,1208,1,
WK-OX,GREG,Suburban,5-Feb-2024,1,S,11,1209,1,
WK-OX,GREG,Suburban,5-Feb-2024,1,S,12,1210,1,GX-AK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,1,S,13,1211,1,YX-dGK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,1,S,14,1212,1,GX-AK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,1,S,15,1212,1,PASSED R1
WK-OX,GREG,Suburban,5-Feb-2024,2,N,1,1217,0,
WK-OX,GREG,Suburban,5-Feb-2024,2,N,2,1218,0,
WK-OX,GREG,Suburban,5-Feb-2024,2,N,3,1222,1,
WK-OX,GREG,Suburban,5-Feb-2024,2,N,4,1223,1,
WK-OX,GREG,Suburban,5-Feb-2024,2,N,5,1224,1,GX-AK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,2,N,6,1225,1,GX-AK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,2,N,7,1226,1,
WK-OX,GREG,Suburban,5-Feb-2024,2,N,8,1228,1,
WK-OX,GREG,Suburban,5-Feb-2024,2,N,9,1229,1,
WK-OX,GREG,Suburban,5-Feb-2024,2,N,10,1229,1,YX-dGK and GX-AK rewarded
WK-OX,GREG,Suburban,5-Feb-2024,2,N,11,1230,1,
WK-OX,GREG,Suburban,5-Feb-2024,2,N,12,1232,1,PASSED R2
WK-OX,GREG,Suburban,7-Feb-2024,3,S,1,1147,0,Wind may be freaking jays out
WK-OX,GREG,Suburban,14-Feb-2024,3,S,2,955,0,
WK-OX,GREG,Suburban,14-Feb-2024,3,S,3,956,1,Feeder not working? Toss freebie then check batteries
WK-OX,GREG,Suburban,14-Feb-2024,3,S,4,958,1,
WK-OX,GREG,Suburban,14-Feb-2024,3,S,5,959,1,
WK-OX,GREG,Suburban,14-Feb-2024,3,S,6,1000,1,Then chasing
WK-OX,GREG,Suburban,14-Feb-2024,3,S,7,1028,1,Then chasing
WK-OX,GREG,Suburban,14-Feb-2024,3,S,8,1057,1,GX-AK rewarded
WK-OX,GREG,Suburban,14-Feb-2024,3,S,9,1058,1,
WK-OX,GREG,Suburban,14-Feb-2024,3,S,10,1059,1,YX-dGK and GX-AK rewarded
WK-OX,GREG,Suburban,14-Feb-2024,3,S,11,1100,1,
WK-OX,GREG,Suburban,14-Feb-2024,3,S,12,1101,1,PASSED R3 and SERIAL REVERSALS!
WX-RK,JC,Suburban,14-Feb-2024,0,N,1,856,0,
WX-RK,JC,Suburban,15-Feb-2024,0,N,2,854,1,Comes within 1 foot but doesn't go to feeder
WX-RK,JC,Suburban,15-Feb-2024,0,N,3,857,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,0,N,4,859,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,0,N,5,900,1,
WX-RK,JC,Suburban,15-Feb-2024,0,N,6,901,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,0,N,7,902,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,0,N,8,903,1,"GX-OK rewarded, stole her peanut"
WX-RK,JC,Suburban,15-Feb-2024,0,N,9,908,1,
WX-RK,JC,Suburban,15-Feb-2024,0,N,10,909,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,0,N,11,911,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,0,N,12,912,1,PASSED R0; GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,1,S,1,915,0,
WX-RK,JC,Suburban,15-Feb-2024,1,S,2,925,0,
WX-RK,JC,Suburban,15-Feb-2024,1,S,3,926,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,1,S,4,928,1,
WX-RK,JC,Suburban,15-Feb-2024,1,S,5,930,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,1,S,6,931,1,
WX-RK,JC,Suburban,15-Feb-2024,1,S,7,934,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,1,S,8,935,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,1,S,9,936,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,1,S,10,937,1,
WX-RK,JC,Suburban,15-Feb-2024,1,S,11,939,1,GX-OK rewarded
WX-RK,JC,Suburban,15-Feb-2024,1,S,12,944,1,PASSED R1; GX-OK rewarded
GX-AK,GREG,Suburban,15-Feb-2024,0,S,1,1133,1,
GX-AK,GREG,Suburban,15-Feb-2024,0,S,2,1134,1,YX-dGK rewarded
GX-AK,GREG,Suburban,15-Feb-2024,0,S,3,1134,1,
GX-AK,GREG,Suburban,15-Feb-2024,0,S,4,1137,1,WK-OX rewarded
GX-AK,GREG,Suburban,15-Feb-2024,0,S,5,1140,1,
GX-AK,GREG,Suburban,15-Feb-2024,0,S,6,1141,1,WK-OX rewarded
GX-AK,GREG,Suburban,15-Feb-2024,0,S,7,1142,1,WK-OX rewarded
GX-AK,GREG,Suburban,15-Feb-2024,0,S,8,1144,1,
GX-AK,GREG,Suburban,15-Feb-2024,0,S,9,1145,1,YX-dGK rewarded
GX-AK,GREG,Suburban,15-Feb-2024,0,S,10,1146,1,
GX-AK,GREG,Suburban,15-Feb-2024,0,S,11,1147,1,
GX-AK,GREG,Suburban,15-Feb-2024,0,S,12,1148,1,PASSED R0; WK-OX rewarded
GX-AK,GREG,Suburban,15-Feb-2024,1,N,1,1151,0,
GX-AK,GREG,Suburban,15-Feb-2024,1,N,2,1155,0,
GX-AK,GREG,Suburban,15-Feb-2024,1,N,3,1203,0,
GX-AK,GREG,Suburban,15-Feb-2024,1,N,4,1225,0,
GX-AK,GREG,Suburban,15-Feb-2024,1,N,5,1230,0,
GX-AK,GREG,Suburban,19-Feb-2024,1,N,6,1538,0,Did feeder rehabituation immediately before trial
GX-AK,GREG,Suburban,20-Feb-2024,1,N,7,1514,0,
GX-AK,GREG,Suburban,20-Feb-2024,1,N,8,1536,1,Steals peanut from WK-OX; WK-OX rewarded
GX-AK,GREG,Suburban,20-Feb-2024,1,N,9,1537,1,WK-OX & YX-dGK rewarded
GX-AK,GREG,Suburban,20-Feb-2024,1,N,10,1539,1,
GX-AK,GREG,Suburban,20-Feb-2024,1,N,11,1540,1,WK-OX rewarded
GX-AK,GREG,Suburban,20-Feb-2024,1,N,12,1542,1,WK-OX rewarded
GX-AK,GREG,Suburban,20-Feb-2024,1,N,13,1543,1,
GX-AK,GREG,Suburban,20-Feb-2024,1,N,14,1544,1,YX-dGK rewarded
GX-AK,GREG,Suburban,20-Feb-2024,1,N,15,1546,1,WK-OX rewarded
GX-AK,GREG,Suburban,20-Feb-2024,1,N,16,1548,1,
GX-AK,GREG,Suburban,20-Feb-2024,1,N,17,1550,1,PASSED R1